Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
339,Kevin Love,C,33,CLE,74,4,22.5,4.4,10.3,0.43,2.5,6.4,0.392,1.9,3.8,0.493,0.553,2.2,2.7,0.838,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4,13.6,loveke01
340,Kyle Lowry,PG,35,MIA,63,63,33.9,4.4,10,0.44,2.3,6.1,0.377,2.1,3.9,0.539,0.555,2.3,2.8,0.851,0.5,4,4.5,7.5,1.1,0.3,2.7,2.8,13.4,lowryky01
341,Gabriel Lundberg,SG,27,PHO,4,0,11,1.3,4.8,0.263,0.8,2,0.375,0.5,2.8,0.182,0.342,0,0,,0.5,1.3,1.8,2.8,0.8,0,0.8,1.8,3.3,lundbga01
342,Timothé Luwawu-Cabarrot,SF,26,ATL,52,18,13.2,1.4,3.6,0.398,0.8,2.3,0.361,0.6,1.2,0.469,0.516,0.7,0.8,0.854,0.3,1.3,1.6,0.8,0.3,0.1,0.4,1.5,4.4,luwawti01
343,Trey Lyles,PF,26,TOT,75,23,20.5,3.5,7.5,0.466,0.9,2.8,0.321,2.6,4.7,0.552,0.526,2.6,3.2,0.802,1.2,3.9,5.1,1.2,0.4,0.4,1,1.6,10.5,lylestr01
343,Trey Lyles,PF,26,DET,51,3,19.4,3.4,7.5,0.456,0.9,2.9,0.301,2.6,4.7,0.55,0.513,2.7,3.5,0.784,1.2,3.6,4.8,1.1,0.4,0.5,1.1,1.8,10.4,lylestr01
343,Trey Lyles,PF,26,SAC,24,20,22.8,3.6,7.4,0.489,1,2.6,0.365,2.7,4.8,0.557,0.553,2.4,2.8,0.851,1.2,4.4,5.6,1.3,0.3,0.3,0.8,1.3,10.6,lylestr01
344,Théo Maledon,PG,20,OKC,51,7,17.8,2.3,6.2,0.375,0.9,2.9,0.293,1.5,3.3,0.449,0.445,1.5,2,0.79,0.4,2.2,2.6,2.2,0.6,0.2,1.3,1.3,7.1,maledth01
345,Sandro Mamukelashvili,PF,22,MIL,41,3,9.9,1.4,2.8,0.496,0.5,1.3,0.423,0.9,1.5,0.556,0.591,0.4,0.5,0.818,0.9,1.1,2,0.5,0.2,0.2,0.4,0.7,3.8,mamuksa01
346,Terance Mann,SF,25,LAC,81,33,28.6,4.1,8.5,0.484,0.9,2.6,0.365,3.2,6,0.535,0.539,1.6,2,0.78,1.3,4,5.2,2.6,0.7,0.3,1,2.2,10.8,mannte01
347,Tre Mann,PG,20,OKC,60,26,22.8,3.9,9.8,0.393,1.6,4.5,0.36,2.2,5.3,0.421,0.476,1.1,1.4,0.793,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7,10.4,manntr01
348,Boban Marjanović,C,33,DAL,23,0,5.6,1.8,3,0.6,0,0.2,0.25,1.8,2.9,0.621,0.607,0.6,1,0.591,0.3,1.3,1.7,0.1,0,0.1,0.7,1,4.3,marjabo01
349,Lauri Markkanen,SF,24,CLE,61,61,30.8,5.1,11.5,0.445,2.2,6.2,0.358,2.9,5.3,0.548,0.542,2.3,2.6,0.868,1,4.7,5.7,1.3,0.7,0.5,0.9,2.1,14.8,markkla01
350,Naji Marshall,SF,24,NOP,55,4,13.4,2,4.9,0.405,0.4,1.9,0.2,1.6,3,0.537,0.444,1.3,1.7,0.796,0.7,1.9,2.6,1.1,0.6,0.1,0.8,1.3,5.7,marshna01
351,Caleb Martin,SF,26,MIA,60,12,22.9,3.5,6.8,0.507,1.1,2.6,0.413,2.4,4.3,0.565,0.585,1.2,1.6,0.763,1.2,2.7,3.8,1.1,1,0.5,0.9,1.7,9.2,martica02
352,Cody Martin,SF,26,CHO,71,11,26.3,2.9,6,0.482,0.9,2.2,0.384,2,3.7,0.542,0.554,1.1,1.5,0.701,1.2,2.9,4,2.5,1.2,0.5,0.9,1.6,7.7,martico01
353,Kelan Martin,SF,26,TOT,30,1,15,2.3,5.7,0.409,0.7,2.5,0.293,1.6,3.2,0.5,0.474,0.3,0.4,0.692,0.6,1.3,1.8,0.7,0.4,0.3,0.5,1.2,5.7,martike03
353,Kelan Martin,SF,26,IND,27,1,16.4,2.6,6.2,0.417,0.8,2.7,0.297,1.8,3.5,0.511,0.482,0.3,0.5,0.692,0.6,1.4,2,0.8,0.5,0.3,0.5,1.3,6.3,martike03
353,Kelan Martin,SF,26,BOS,3,0,2,0,1,0,0,0.3,0,0,0.7,0,0,0,0,,0.3,0.3,0.7,0,0,0,0,0,0,martike03
354,Kenyon Martin Jr.,SF,21,HOU,79,2,21,3.5,6.6,0.533,0.8,2.1,0.357,2.8,4.5,0.617,0.591,1,1.6,0.634,1,2.7,3.8,1.3,0.4,0.5,0.8,1.4,8.8,martike04
355,Garrison Mathews,SG,25,HOU,65,33,26.3,2.8,7.1,0.399,2.1,5.9,0.36,0.7,1.2,0.6,0.55,2.2,2.8,0.794,0.5,2.4,2.9,1,0.9,0.4,0.6,2.6,10,mathega01
356,Dakota Mathias,SG,26,MEM,6,0,2.7,0.3,1,0.333,0.3,1,0.333,0,0,,0.5,0,0,,0,0.3,0.3,0.2,0.2,0,0,0.2,1,mathida01
357,Wesley Matthews,SG,35,MIL,49,14,20.4,1.8,4.5,0.395,1.1,3.2,0.338,0.7,1.3,0.54,0.516,0.4,0.6,0.786,0.6,1.3,1.9,0.7,0.5,0.2,0.4,1.8,5.1,matthwe02
358,Tyrese Maxey,PG,21,PHI,75,74,35.3,6.4,13.3,0.485,1.8,4.1,0.427,4.7,9.1,0.512,0.552,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,maxeyty01
359,Skylar Mays,SG,24,ATL,28,5,7.9,1.1,2.3,0.5,0.3,0.9,0.32,0.9,1.4,0.615,0.563,0.3,0.3,0.889,0.2,0.7,0.9,0.6,0.3,0,0.4,0.3,2.9,mayssk01
360,Miles McBride,PG,21,NYK,40,2,9.3,0.8,2.7,0.296,0.4,1.7,0.25,0.4,1,0.375,0.375,0.2,0.3,0.667,0.1,1,1.1,1,0.4,0,0.1,1.1,2.2,mcbrimi01
361,Mac McClung,SG-PG,23,TOT,2,0,12.5,1.5,3,0.5,0.5,1.5,0.333,1,1.5,0.667,0.583,0.5,0.5,1,0,1.5,1.5,0.5,0.5,0.5,1.5,2.5,4,mccluma01
361,Mac McClung,PG,23,CHI,1,0,3,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,1,0,2,mccluma01
361,Mac McClung,SG,23,LAL,1,0,22,2,5,0.4,1,3,0.333,1,2,0.5,0.5,1,1,1,0,3,3,1,1,1,2,5,6,mccluma01
362,CJ McCollum,SG,30,TOT,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2,2,22.1,mccolcj01
362,CJ McCollum,SG,30,POR,36,36,35.2,8.1,18.5,0.436,3.1,8,0.384,5,10.4,0.476,0.52,1.3,1.9,0.706,0.9,3.3,4.3,4.5,1,0.6,1.9,2.1,20.5,mccolcj01
362,CJ McCollum,SG,30,NOP,26,26,33.8,9.5,19.2,0.493,2.7,6.9,0.394,6.7,12.3,0.549,0.564,2.6,3.9,0.667,0.7,3.7,4.5,5.8,1.3,0,2.2,1.7,24.3,mccolcj01
363,T.J. McConnell,PG,29,IND,27,8,24.1,3.7,7.7,0.481,0.4,1.2,0.303,3.3,6.5,0.514,0.505,0.7,0.9,0.826,0.7,2.6,3.3,4.9,1.1,0.4,1.1,2,8.5,mccontj01
364,Jaden McDaniels,PF,21,MIN,70,31,25.8,3.6,7.9,0.46,1.1,3.6,0.317,2.5,4.3,0.579,0.532,0.8,1,0.803,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2,9.2,mcdanja02
365,Jalen McDaniels,SF,24,CHO,55,2,16.3,2.2,4.6,0.484,0.7,2,0.38,1.5,2.7,0.562,0.565,1,1.3,0.736,0.7,2.4,3.1,1.1,0.5,0.4,0.7,1.7,6.2,mcdanja01
366,Doug McDermott,PF,30,SAS,51,51,24,4.2,9.1,0.462,2.1,5,0.422,2.1,4.1,0.512,0.578,0.8,1,0.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3,mcderdo01
367,JaVale McGee,C,34,PHO,74,17,15.8,3.9,6.2,0.629,0,0.1,0.222,3.9,6.1,0.637,0.631,1.4,2,0.699,2.2,4.5,6.7,0.6,0.3,1.1,1.3,2.4,9.2,mcgeeja01
368,Cameron McGriff,SF,24,POR,3,0,15.3,1.7,4.7,0.357,0.7,2,0.333,1,2.7,0.375,0.429,0.7,0.7,1,2,3,5,1,0,0.3,0,2.3,4.7,mcgrica01
369,Rodney McGruder,SG,30,DET,51,2,14.8,1.9,4.4,0.436,1.1,2.9,0.397,0.8,1.5,0.506,0.564,0.4,0.5,0.731,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.1,5.4,mcgruro01
370,Alfonzo McKinnie,SF,29,CHI,17,3,12.1,1.4,3.6,0.393,0.5,1.6,0.333,0.9,2,0.441,0.467,0.1,0.5,0.25,0.8,1.2,1.9,0.3,0.1,0.2,0.4,1.5,3.5,mckinal01
371,JaQuori McLaughlin,PG,24,DAL,4,0,2.8,0,0.5,0,0,0.3,0,0,0.3,0,0,0,0,,0,0,0,0.5,0,0,0,0.3,0,mclauja01
372,Jordan McLaughlin,PG,25,MIN,62,3,14.5,1.4,3.2,0.44,0.4,1.4,0.318,1,1.9,0.53,0.508,0.5,0.6,0.75,0.4,1.2,1.5,2.9,0.9,0.2,0.6,0.9,3.8,mclaujo01
373,Ben McLemore,SG,28,POR,64,6,20.1,3.4,8.4,0.401,2.4,6.5,0.362,1,1.9,0.533,0.541,1.1,1.4,0.818,0.2,1.4,1.6,0.9,0.6,0.2,0.9,1.6,10.2,mclembe01
374,De'Anthony Melton,SG,23,MEM,73,15,22.7,3.8,9.5,0.404,1.9,5.1,0.374,1.9,4.4,0.44,0.504,1.2,1.6,0.75,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8,meltode01
375,Sam Merrill,SG,25,MEM,6,0,9.7,1.3,4,0.333,1.2,3.8,0.304,0.2,0.2,1,0.479,0.3,0.7,0.5,0.2,1,1.2,0.7,0,0,0.3,0.5,4.2,merrisa01
376,Chimezie Metu,C,24,SAC,60,20,21.3,3.4,7.5,0.452,1,3.1,0.306,2.4,4.4,0.555,0.516,1.2,1.5,0.78,0.6,5,5.6,1,0.9,0.5,1,1.6,8.9,metuch01
377,Khris Middleton,SF,30,MIL,66,66,32.4,6.8,15.5,0.443,2.5,6.6,0.373,4.4,8.9,0.494,0.522,3.9,4.4,0.89,0.6,4.8,5.4,5.4,1.2,0.3,2.9,2.4,20.1,middlkh01
378,C.J. Miles,SG,34,BOS,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,milescj01
379,Patty Mills,SG,33,BRK,81,48,29,4,9.8,0.408,2.8,7,0.4,1.2,2.8,0.429,0.551,0.6,0.7,0.814,0.2,1.7,1.9,2.3,0.6,0.2,0.9,1.4,11.4,millspa02
380,Paul Millsap,C,36,TOT,33,1,11.4,1.4,3.5,0.391,0.2,1.1,0.229,1.1,2.4,0.463,0.426,0.5,0.7,0.708,1.2,2.2,3.5,0.9,0.3,0.4,0.6,2,3.5,millspa01
380,Paul Millsap,C,36,BRK,24,0,11.3,1.3,3.5,0.376,0.3,1.1,0.222,1.1,2.4,0.448,0.412,0.5,0.7,0.706,1.2,2.5,3.7,1,0.2,0.5,0.5,2,3.4,millspa01
380,Paul Millsap,C,36,PHI,9,1,11.8,1.4,3.3,0.433,0.2,0.9,0.25,1.2,2.4,0.5,0.467,0.6,0.8,0.714,1.3,1.4,2.8,0.6,0.6,0.2,0.9,2.1,3.7,millspa01
381,Shake Milton,SG,25,PHI,55,6,21.4,3.1,7.3,0.429,0.8,2.4,0.323,2.4,4.9,0.481,0.483,1.1,1.3,0.836,0.5,2,2.6,2.5,0.5,0.3,0.8,1.8,8.2,miltosh01
382,Davion Mitchell,PG,23,SAC,75,19,27.7,4.7,11.2,0.418,1.3,4.3,0.316,3.3,7,0.48,0.477,0.7,1.1,0.659,0.4,1.8,2.2,4.2,0.7,0.3,1.5,1.9,11.5,mitchda01
383,Donovan Mitchell,SG,25,UTA,67,67,33.8,9.2,20.5,0.448,3.5,9.8,0.355,5.7,10.8,0.533,0.533,4,4.7,0.853,0.8,3.4,4.2,5.3,1.5,0.2,3,2.4,25.9,mitchdo01
384,Evan Mobley,PF,20,CLE,69,69,33.8,6.1,12,0.508,0.3,1.3,0.25,5.8,10.7,0.541,0.522,2.4,3.7,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1,15,mobleev01
385,Malik Monk,SG,23,LAL,76,37,28.1,5.1,10.9,0.473,2.3,5.8,0.391,2.9,5.1,0.568,0.578,1.2,1.5,0.795,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8,13.8,monkma01
386,Greg Monroe,C,31,TOT,14,0,13.9,2.3,4.1,0.561,0,0,,2.3,4.1,0.561,0.561,0.9,1.6,0.522,2.1,2.4,4.6,1.6,0.6,0.7,0.9,1.7,5.4,monrogr01
386,Greg Monroe,C,31,MIN,4,0,20.3,3.3,5.5,0.591,0,0,,3.3,5.5,0.591,0.591,0.8,1.8,0.429,1.5,4.5,6,4,1,1.5,1.8,2.3,7.3,monrogr01
386,Greg Monroe,C,31,WAS,2,0,9,2,4,0.5,0,0,,2,4,0.5,0.5,0,0,,3.5,1.5,5,0.5,0.5,0.5,1,1,4,monrogr01
386,Greg Monroe,C,31,MIL,5,0,14,2.2,4.4,0.5,0,0,,2.2,4.4,0.5,0.5,1,1.8,0.556,2.2,2,4.2,0.4,0.6,0.4,0.6,1.4,5.4,monrogr01
386,Greg Monroe,C,31,UTA,3,0,8.7,1.3,1.7,0.8,0,0,,1.3,1.7,0.8,0.8,1.3,2.3,0.571,2,1,3,1,0,0.3,0,2,4,monrogr01
387,Moses Moody,SG,19,GSW,52,11,11.7,1.5,3.5,0.437,0.8,2.1,0.364,0.8,1.4,0.548,0.546,0.5,0.7,0.778,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.8,4.4,moodymo01
388,Xavier Moon,SG,27,LAC,10,0,13.7,2.5,5.1,0.49,0.5,1.4,0.357,2,3.7,0.541,0.539,0.3,0.5,0.6,0.2,1.2,1.4,2.4,0.7,0.3,0.6,0.9,5.8,moonxa01
389,Matt Mooney,SG,24,NYK,1,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,1,0,1,0,0,moonema01
390,Ja Morant,PG,22,MEM,57,57,33.1,10.2,20.6,0.493,1.5,4.5,0.344,8.6,16.2,0.534,0.53,5.5,7.3,0.761,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,moranja01
391,Juwan Morgan,PF,24,TOT,2,0,15.5,1,1.5,0.667,0.5,1,0.5,0.5,0.5,1,0.833,0,0,,1,1,2,0.5,0,0,0,1.5,2.5,morgaju01
391,Juwan Morgan,PF,24,TOR,1,0,27,2,3,0.667,1,2,0.5,1,1,1,0.833,0,0,,2,2,4,1,0,0,0,3,5,morgaju01
391,Juwan Morgan,PF,24,BOS,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,morgaju01
392,Jaylen Morris,SG,26,SAS,3,0,5.3,0,2,0,0,0.7,0,0,1.3,0,0,0.7,1.3,0.5,0,0.7,0.7,0.7,0,0,0.3,0.7,0.7,morrija01
393,Marcus Morris,PF,32,LAC,54,54,29,5.6,12.8,0.434,1.9,5.1,0.367,3.7,7.7,0.478,0.507,2.4,2.7,0.872,0.5,3.9,4.4,2.1,0.5,0.3,1.3,2.1,15.4,morrima03
394,Markieff Morris,PF,32,MIA,17,1,17.5,3.2,6.7,0.474,0.8,2.3,0.333,2.4,4.4,0.547,0.531,0.5,0.5,0.889,1,1.6,2.6,1.4,0.4,0.1,1.2,1.9,7.6,morrima02
395,Monte Morris,PG,26,DEN,75,74,29.9,5,10.3,0.484,1.7,4.2,0.395,3.3,6.1,0.545,0.564,1,1.1,0.869,0.4,2.7,3,4.4,0.7,0.2,1,1.2,12.6,morrimo01
396,Emmanuel Mudiay,PG,25,SAC,2,0,5.5,0,1,0,0,0,,0,1,0,0,1.5,2,0.75,0,0,0,2,0.5,0,0.5,0.5,1.5,mudiaem01
397,Mychal Mulder,PG,27,TOT,17,3,14.1,1.4,4.5,0.312,1,3.2,0.315,0.4,1.4,0.304,0.422,0.2,0.2,1,0.1,1.3,1.4,0.3,0.2,0.1,0.5,0.8,4.1,muldemy01
397,Mychal Mulder,PG,27,ORL,15,2,13,1.3,4.5,0.299,0.9,3.1,0.283,0.5,1.4,0.333,0.396,0.1,0.1,1,0.1,1.3,1.4,0.2,0.3,0.1,0.5,0.8,3.7,muldemy01
397,Mychal Mulder,PG,27,MIA,2,1,22,2,5,0.4,2,4,0.5,0,1,0,0.6,1,1,1,0,1.5,1.5,1,0,0.5,0,0.5,7,muldemy01
398,Ade Murkey,SG,24,SAC,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,murkead01
399,Trey Murphy III,SF,21,NOP,62,1,13.9,1.8,4.5,0.394,1.1,3,0.382,0.6,1.5,0.418,0.522,0.7,0.8,0.882,0.8,1.6,2.4,0.6,0.4,0.1,0.3,1,5.4,murphtr02
400,Dejounte Murray,PG,25,SAS,68,68,34.8,8.4,18.3,0.462,1.4,4.3,0.327,7,13.9,0.504,0.5,2.9,3.6,0.794,1.2,7.1,8.3,9.2,2,0.3,2.6,2,21.1,murrade01
401,Mike Muscala,C,30,OKC,43,0,13.8,2.6,5.8,0.456,1.6,3.8,0.429,1,2,0.506,0.597,1.1,1.3,0.842,0.5,2.5,3,0.5,0.4,0.6,0.3,1.3,8,muscami01
402,Svi Mykhailiuk,SF,24,TOR,56,5,12.8,1.6,4.2,0.389,0.7,2.4,0.306,0.9,1.8,0.5,0.476,0.6,0.7,0.865,0.4,1.3,1.6,0.8,0.5,0.1,0.6,1,4.6,mykhasv01
403,Abdel Nader,SF,28,PHO,14,0,10.4,0.9,2.5,0.343,0.3,1,0.286,0.6,1.5,0.381,0.4,0.4,0.7,0.6,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,naderab01
404,Larry Nance Jr.,C-PF,29,TOT,46,11,22.6,2.8,5.4,0.522,0.5,1.5,0.329,2.3,3.8,0.599,0.569,0.9,1.2,0.702,1.6,3.8,5.4,1.8,0.9,0.4,0.8,1.8,7,nancela02
404,Larry Nance Jr.,C,29,POR,37,11,23.2,2.8,5.4,0.515,0.5,1.7,0.306,2.2,3.7,0.61,0.563,0.9,1.3,0.653,1.6,4.1,5.6,2,1,0.4,0.7,1.8,6.9,nancela02
404,Larry Nance Jr.,PF,29,NOP,9,0,20.2,3,5.4,0.551,0.4,0.9,0.5,2.6,4.6,0.561,0.592,0.9,0.9,1,1.6,2.8,4.3,0.9,0.6,0.8,1.1,1.9,7.3,nancela02
405,RJ Nembhard Jr.,SG,22,CLE,14,0,4.5,0.4,1.3,0.333,0,0.1,0,0.4,1.1,0.375,0.333,0.2,0.3,0.75,0.2,0.3,0.5,0.9,0.1,0,0.2,0.1,1.1,nembhrj01
406,Aaron Nesmith,SF,22,BOS,52,3,11,1.4,3.5,0.396,0.6,2.2,0.27,0.8,1.3,0.612,0.481,0.4,0.5,0.808,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,3.8,nesmiaa01
407,Raul Neto,PG,29,WAS,70,19,19.6,2.9,6.3,0.463,0.5,1.7,0.292,2.4,4.6,0.526,0.502,1.2,1.5,0.769,0.2,1.7,1.9,3.1,0.8,0,1.1,1.5,7.5,netora01
408,Malik Newman,PG,24,CLE,1,0,8,3,5,0.6,0,1,0,3,4,0.75,0.6,2,2,1,0,1,1,1,0,0,1,0,8,newmama01
409,Georges Niang,PF,28,PHI,76,7,22.8,3.2,7.4,0.437,2.1,5.1,0.403,1.2,2.3,0.511,0.575,0.7,0.8,0.881,0.3,2.3,2.7,1.3,0.4,0.2,0.8,2.5,9.2,niangge01
410,Daishen Nix,SG,19,HOU,24,0,10.9,1.1,2.8,0.403,0.3,1.1,0.269,0.8,1.7,0.488,0.455,0.7,1.3,0.533,0.3,1.1,1.4,1.7,0.6,0,1.1,0.9,3.2,nixda01
411,Zeke Nnaji,PF,21,DEN,41,1,17,2.3,4.5,0.516,0.9,2,0.463,1.4,2.6,0.557,0.616,1,1.6,0.631,1.4,2.2,3.6,0.4,0.4,0.3,0.6,1.9,6.6,nnajize01
412,Nerlens Noel,C,27,NYK,25,11,22.5,1.3,2.4,0.533,0,0.1,0,1.3,2.3,0.561,0.533,0.8,1.2,0.7,1.9,3.7,5.6,0.9,1.2,1.2,0.8,2.7,3.4,noelne01
413,Jaylen Nowell,SG,22,MIN,62,1,15.7,3.2,6.7,0.475,1,2.6,0.394,2.1,4.1,0.526,0.551,1.2,1.5,0.783,0.4,1.6,2,2.1,0.4,0.2,0.6,1.2,8.5,nowelja01
414,Frank Ntilikina,SG,23,DAL,58,5,11.8,1.5,3.8,0.399,0.7,1.9,0.342,0.9,1.9,0.455,0.484,0.4,0.4,0.96,0.2,1.2,1.4,1.2,0.5,0.1,0.5,1.1,4.1,ntilila01
415,Jusuf Nurkić,C,27,POR,56,56,28.2,5.7,10.7,0.535,0.3,1,0.268,5.5,9.7,0.563,0.548,3.3,4.8,0.69,3,8.1,11.1,2.8,1.1,0.6,2.6,3.4,15,nurkiju01
416,David Nwaba,SF,29,HOU,46,4,13.2,1.8,3.8,0.483,0.3,1.1,0.306,1.5,2.8,0.551,0.526,1,1.5,0.716,0.9,2.4,3.3,0.8,0.6,0.4,0.5,1.2,5.1,nwabada01
417,Jordan Nwora,SF,23,MIL,62,13,19.1,3,7.5,0.403,1.3,3.7,0.348,1.7,3.8,0.455,0.488,0.6,0.7,0.837,0.6,3,3.6,1,0.4,0.3,0.9,1.3,7.9,nworajo01
418,Royce O'Neale,SF,28,UTA,77,77,31.2,2.6,5.8,0.457,1.5,4,0.389,1.1,1.8,0.609,0.591,0.6,0.7,0.804,0.8,3.9,4.8,2.5,1.1,0.4,1,2.4,7.4,onealro01
419,Semi Ojeleye,PF,27,TOT,30,0,13.5,1,3.3,0.303,0.5,1.7,0.3,0.5,1.6,0.306,0.379,0.8,1,0.793,0.9,1.6,2.5,0.3,0.2,0.2,0.3,1,3.3,ojelese01
419,Semi Ojeleye,PF,27,MIL,20,0,15.4,0.9,3.5,0.257,0.6,2.1,0.268,0.4,1.5,0.241,0.336,0.5,0.7,0.769,1.3,1.7,2.9,0.3,0.3,0.3,0.3,1.3,2.9,ojelese01
419,Semi Ojeleye,PF,27,LAC,10,0,9.8,1.2,2.9,0.414,0.4,0.9,0.444,0.8,2,0.4,0.483,1.3,1.6,0.813,0.2,1.4,1.6,0.4,0.2,0.1,0.4,0.4,4.1,ojelese01
420,Chuma Okeke,PF,23,ORL,70,20,25,3.1,8.2,0.376,1.7,5.3,0.318,1.4,2.9,0.48,0.478,0.8,0.9,0.846,0.7,4.3,5,1.7,1.4,0.6,0.8,1.4,8.6,okekech01
421,Josh Okogie,SG,23,MIN,49,6,10.5,0.9,2.1,0.404,0.3,1,0.298,0.6,1.2,0.491,0.471,0.7,1,0.686,0.6,0.8,1.4,0.5,0.5,0.2,0.5,1.1,2.7,okogijo01
422,Onyeka Okongwu,C,21,ATL,48,6,20.7,3.3,4.7,0.69,0,0,,3.3,4.7,0.69,0.69,1.7,2.3,0.727,2.4,3.5,5.9,1.1,0.6,1.3,0.9,3.1,8.2,okongon01
423,Isaac Okoro,SF,21,CLE,67,61,29.6,3.1,6.4,0.48,0.8,2.3,0.35,2.3,4.1,0.555,0.544,1.8,2.3,0.768,1.1,1.9,3,1.8,0.8,0.3,0.9,2.4,8.8,okorois01
424,KZ Okpala,PF,22,MIA,21,0,11.6,1.4,3.3,0.435,0.4,1.2,0.346,1,2,0.488,0.5,0.4,0.5,0.727,0.5,1.4,2,0.7,0.2,0.3,0.2,1.2,3.7,okpalkz01
425,Victor Oladipo,SG,29,MIA,8,1,21.6,4.4,9.1,0.479,1.9,4.5,0.417,2.5,4.6,0.541,0.582,1.8,2.4,0.737,0.4,2.5,2.9,3.5,0.6,0.1,2,1.6,12.4,oladivi01
426,Cameron Oliver,SF,25,ATL,2,0,21.5,5,7.5,0.667,0.5,1.5,0.333,4.5,6,0.75,0.7,1,1.5,0.667,1,2,3,1.5,0.5,0.5,0,2.5,11.5,oliveca01
427,Kelly Olynyk,C,30,DET,40,1,19.1,3.2,7.2,0.448,1,3,0.336,2.2,4.2,0.527,0.517,1.7,2.2,0.775,1.4,3.1,4.4,2.8,0.8,0.5,1.5,2.5,9.1,olynyke01
428,Eugene Omoruyi,SF,24,DAL,4,0,4.5,0.5,1.3,0.4,0.3,0.5,0.5,0.3,0.8,0.333,0.5,0.5,1,0.5,0.5,1.3,1.8,0.5,0,0,0,0.5,1.8,omorueu01
429,Miye Oni,SG,24,UTA,16,0,2.8,0.1,0.6,0.222,0.1,0.5,0.125,0.1,0.1,1,0.278,0,0.1,0,0.1,0.4,0.4,0.3,0,0,0.1,0.4,0.3,onimi01
430,Cedi Osman,SF,26,CLE,66,3,22.2,3.7,8.7,0.432,1.9,5.4,0.357,1.8,3.2,0.559,0.544,1.3,2,0.664,0.4,1.8,2.2,2,0.8,0.2,1,1.9,10.7,osmande01
431,Daniel Oturu,C,22,TOR,3,0,9,1,2,0.5,0,0.3,0,1,1.7,0.6,0.5,1,1.7,0.6,0.3,1.3,1.7,0,0,0.7,0,0.3,3,oturuda01
432,Kelly Oubre Jr.,SF,26,CHO,76,13,26.3,5.4,12.3,0.44,2.5,7.3,0.345,2.9,5,0.578,0.542,1.7,2.5,0.667,1,2.9,4,1.1,1,0.4,0.9,2.5,15,oubreke01
433,Jaysean Paige,PG,27,DET,1,0,7,0,3,0,0,2,0,0,1,0,0,0,0,,0,1,1,1,0,0,1,2,0,paigeja01
434,Trayvon Palmer,SG,27,DET,1,0,17,0,1,0,0,0,,0,1,0,0,0,0,,0,2,2,0,0,0,1,2,0,palmetr01
